price,timestamp,block_number,feed,time_delta,price_delta
94785.121965,2025-01-12 14:42:13,12645558,Chainlink,8284.0,0.5008857235518471
94967.27300795,2025-01-12 15:19:58,12646242,Redstone,10453.0,0.6121631658143833
95115.0,2025-01-12 15:23:27,12646308,Eoracle,12204.0,1.0105515485151706
94733.37661070429,2025-01-12 16:13:58,12647252,Api3,86217.0,0.44847389629800727
94988.87847462,2025-01-12 17:55:55,12648977,Redstone,9357.0,0.022750433897567035
95038.0,2025-01-12 18:00:01,12649046,Eoracle,9394.0,-0.08095463386427193
94536.0525374,2025-01-12 19:27:07,12650554,Redstone,5472.0,-0.4767146896475727
94261.61901598,2025-01-12 21:16:57,12652363,Chainlink,23684.0,-0.5523049801141822
94071.7962646,2025-01-12 22:07:26,12653131,Redstone,9619.0,-0.49108912456053977
94010.7194583375,2025-01-12 22:12:31,12653209,Eoracle,15150.0,-1.0809155723631614
93757.18069,2025-01-12 22:20:00,12653329,Chainlink,3783.0,-0.5351471057318591
94271.223,2025-01-12 23:38:31,12654550,Chainlink,4711.0,0.5482698031414213
94395.07127622624,2025-01-13 00:00:03,12654855,Eoracle,6452.0,0.4088382900410359
